Fecha,ProvinciaId,Casos,Casos7,Casos14
2020-03-15,A,49,49,49
2020-03-16,A,68,117,117
2020-03-17,A,95,212,212
2020-03-18,A,81,293,293
2020-03-19,A,79,372,372
2020-03-20,A,113,485,485
2020-03-21,A,81,566,566
2020-03-22,A,89,655,655
2020-03-23,A,128,734,783
2020-03-24,A,178,844,961
2020-03-25,A,148,897,1109
2020-03-26,A,233,1049,1342
2020-03-27,A,280,1250,1622
2020-03-28,A,259,1396,1881
2020-03-29,A,129,1444,2010
2020-03-30,A,153,1508,2114
2020-03-31,A,180,1560,2226
2020-04-01,A,127,1509,2258
2020-04-02,A,136,1497,2313
2020-04-03,A,106,1370,2340
2020-04-04,A,61,1151,2288
2020-04-05,A,51,943,2258
2020-04-06,A,61,875,2230
2020-04-07,A,71,793,2173
2020-04-08,A,81,694,2076
2020-04-09,A,58,625,1986
2020-04-10,A,45,534,1798
2020-04-11,A,52,480,1570
2020-04-12,A,27,446,1338
2020-04-13,A,30,425,1239
2020-04-14,A,39,403,1125
2020-04-15,A,49,381,994
2020-04-16,A,39,339,906
2020-04-17,A,19,300,789
2020-04-18,A,16,271,699
2020-04-19,A,10,229,648
2020-04-20,A,23,225,620
2020-04-21,A,19,214,578
2020-04-22,A,30,205,537
2020-04-23,A,16,172,472
2020-04-24,A,25,158,439
2020-04-25,A,13,152,407
2020-04-26,A,5,141,360
2020-04-27,A,16,147,349
2020-04-28,A,30,154,349
2020-04-29,A,41,176,351
2020-04-30,A,28,174,330
2020-03-15,AB,21,21,21
2020-03-16,AB,65,86,86
2020-03-17,AB,29,115,115
2020-03-18,AB,26,141,141
2020-03-19,AB,22,163,163
2020-03-20,AB,85,248,248
2020-03-21,AB,24,272,272
2020-03-22,AB,60,332,332
2020-03-23,AB,194,505,526
2020-03-24,AB,54,494,580
2020-03-25,AB,22,487,602
2020-03-26,AB,186,647,788
2020-03-27,AB,259,884,1047
2020-03-28,AB,55,854,1102
2020-03-29,AB,59,889,1161
2020-03-30,AB,330,1159,1470
2020-03-31,AB,106,1071,1511
2020-04-01,AB,254,1271,1736
2020-04-02,AB,143,1392,1853
2020-04-03,AB,140,1346,1971
2020-04-04,AB,43,1130,1929
2020-04-05,AB,21,1096,1926
2020-04-06,AB,171,1208,2037
2020-04-07,AB,82,960,1925
2020-04-08,AB,69,923,1940
2020-04-09,AB,61,730,1979
2020-04-10,AB,80,667,1873
2020-04-11,AB,47,574,1661
2020-04-12,AB,24,555,1630
2020-04-13,AB,19,553,1590
2020-04-14,AB,52,434,1312
2020-04-15,AB,42,394,1248
2020-04-16,AB,32,357,1026
2020-04-17,AB,22,318,905
2020-04-18,AB,6,244,771
2020-04-19,AB,16,213,744
2020-04-20,AB,35,224,758
2020-04-21,AB,20,225,607
2020-04-22,AB,20,193,545
2020-04-23,AB,29,180,505
2020-04-24,AB,22,170,466
2020-04-25,AB,14,162,400
2020-04-26,AB,14,170,367
2020-04-27,AB,26,180,369
2020-04-28,AB,22,167,372
2020-04-29,AB,34,181,354
2020-04-30,AB,16,177,328
2020-03-15,AL,9,9,9
2020-03-16,AL,5,14,14
2020-03-17,AL,8,22,22
2020-03-18,AL,5,27,27
2020-03-19,AL,9,36,36
2020-03-20,AL,9,45,45
2020-03-21,AL,10,55,55
2020-03-22,AL,12,67,67
2020-03-23,AL,20,78,87
2020-03-24,AL,26,99,113
2020-03-25,AL,31,122,144
2020-03-26,AL,17,134,161
2020-03-27,AL,39,164,200
2020-03-28,AL,17,172,217
2020-03-29,AL,17,179,234
2020-03-30,AL,17,184,242
2020-03-31,AL,22,186,259
2020-04-01,AL,13,173,264
2020-04-02,AL,25,167,284
2020-04-03,AL,15,165,290
2020-04-04,AL,26,152,307
2020-04-05,AL,1,136,298
2020-04-06,AL,15,134,301
2020-04-07,AL,12,129,293
2020-04-08,AL,11,118,278
2020-04-09,AL,2,107,249
2020-04-10,AL,4,86,236
2020-04-11,AL,5,76,202
2020-04-12,AL,0,50,185
2020-04-13,AL,1,50,169
2020-04-14,AL,8,43,160
2020-04-15,AL,9,40,147
2020-04-16,AL,10,39,144
2020-04-17,AL,8,45,127
2020-04-18,AL,2,43,114
2020-04-19,AL,2,40,90
2020-04-20,AL,5,45,94
2020-04-21,AL,5,49,84
2020-04-22,AL,3,44,75
2020-04-23,AL,2,37,66
2020-04-24,AL,2,29,66
2020-04-25,AL,1,22,63
2020-04-26,AL,0,20,58
2020-04-27,AL,3,21,61
2020-04-28,AL,0,16,60
2020-04-29,AL,1,12,53
2020-04-30,AL,3,12,47
2020-03-15,AV,17,17,17
2020-03-16,AV,12,29,29
2020-03-17,AV,19,48,48
2020-03-18,AV,5,53,53
2020-03-19,AV,45,98,98
2020-03-20,AV,49,147,147
2020-03-21,AV,9,156,156
2020-03-22,AV,7,163,163
2020-03-23,AV,62,208,225
2020-03-24,AV,74,270,299
2020-03-25,AV,85,336,384
2020-03-26,AV,34,365,418
2020-03-27,AV,74,394,492
2020-03-28,AV,38,383,530
2020-03-29,AV,18,392,548
2020-03-30,AV,38,423,569
2020-03-31,AV,167,528,724
2020-04-01,AV,63,517,768
2020-04-02,AV,72,504,835
2020-04-03,AV,86,556,876
2020-04-04,AV,37,519,864
2020-04-05,AV,48,529,903
2020-04-06,AV,61,572,957
2020-04-07,AV,25,559,920
2020-04-08,AV,41,433,887
2020-04-09,AV,29,399,831
2020-04-10,AV,52,379,849
2020-04-11,AV,39,332,814
2020-04-12,AV,19,314,795
2020-04-13,AV,17,283,794
2020-04-14,AV,52,274,808
2020-04-15,AV,21,270,662
2020-04-16,AV,21,250,620
2020-04-17,AV,21,242,569
2020-04-18,AV,23,213,506
2020-04-19,AV,30,204,499
2020-04-20,AV,20,205,471
2020-04-21,AV,16,204,426
2020-04-22,AV,32,184,433
2020-04-23,AV,19,182,411
2020-04-24,AV,15,176,397
2020-04-25,AV,8,163,353
2020-04-26,AV,7,147,321
2020-04-27,AV,5,122,307
2020-04-28,AV,12,114,302
2020-04-29,AV,6,104,256
2020-04-30,AV,4,76,239
2020-03-15,B,376,376,376
2020-03-16,B,587,963,963
2020-03-17,B,656,1619,1619
2020-03-18,B,796,2415,2415
2020-03-19,B,1053,3468,3468
2020-03-20,B,1133,4601,4601
2020-03-21,B,990,5591,5591
2020-03-22,B,828,6419,6419
2020-03-23,B,1206,7249,7625
2020-03-24,B,1478,8140,9103
2020-03-25,B,1462,8946,10565
2020-03-26,B,1572,9722,12137
2020-03-27,B,1353,10022,13490
2020-03-28,B,1249,10138,14739
2020-03-29,B,937,10085,15676
2020-03-30,B,1362,10619,16662
2020-03-31,B,1373,10786,17448
2020-04-01,B,1206,10514,17998
2020-04-02,B,1087,10139,18289
2020-04-03,B,1160,9727,18396
2020-04-04,B,843,9217,18106
2020-04-05,B,544,8512,17660
2020-04-06,B,931,8506,17763
2020-04-07,B,970,8114,17527
2020-04-08,B,957,7698,17006
2020-04-09,B,1018,7510,16562
2020-04-10,B,812,7235,15802
2020-04-11,B,681,6756,15130
2020-04-12,B,463,6376,14344
2020-04-13,B,525,6357,13932
2020-04-14,B,869,6295,13439
2020-04-15,B,912,6237,12978
2020-04-16,B,937,6217,12709
2020-04-17,B,1086,6285,12708
2020-04-18,B,504,5977,12052
2020-04-19,B,361,5657,11570
2020-04-20,B,646,5840,11672
2020-04-21,B,566,5881,11307
2020-04-22,B,579,5591,10916
2020-04-23,B,448,5127,10407
2020-04-24,B,435,4625,9824
2020-04-25,B,237,3776,9249
2020-04-26,B,197,3469,8765
2020-04-27,B,185,3293,8487
2020-04-28,B,312,2959,8274
2020-04-29,B,213,2606,7618
2020-04-30,B,223,2250,6929
2020-03-15,BA,9,9,9
2020-03-16,BA,19,28,28
2020-03-17,BA,17,45,45
2020-03-18,BA,14,59,59
2020-03-19,BA,11,70,70
2020-03-20,BA,15,85,85
2020-03-21,BA,29,114,114
2020-03-22,BA,34,148,148
2020-03-23,BA,55,194,203
2020-03-24,BA,40,215,243
2020-03-25,BA,57,255,300
2020-03-26,BA,41,282,341
2020-03-27,BA,52,323,393
2020-03-28,BA,27,335,420
2020-03-29,BA,33,339,453
2020-03-30,BA,19,324,463
2020-03-31,BA,39,308,483
2020-04-01,BA,31,299,497
2020-04-02,BA,18,260,501
2020-04-03,BA,17,236,507
2020-04-04,BA,28,212,520
2020-04-05,BA,13,198,504
2020-04-06,BA,25,190,495
2020-04-07,BA,13,184,453
2020-04-08,BA,17,162,430
2020-04-09,BA,24,155,397
2020-04-10,BA,16,153,372
2020-04-11,BA,9,145,329
2020-04-12,BA,2,119,304
2020-04-13,BA,8,114,279
2020-04-14,BA,10,99,270
2020-04-15,BA,6,92,237
2020-04-16,BA,5,80,211
2020-04-17,BA,15,71,208
2020-04-18,BA,3,58,194
2020-04-19,BA,7,56,173
2020-04-20,BA,9,63,169
2020-04-21,BA,4,59,148
2020-04-22,BA,8,57,143
2020-04-23,BA,22,73,148
2020-04-24,BA,14,82,138
2020-04-25,BA,2,69,124
2020-04-26,BA,3,69,118
2020-04-27,BA,3,65,119
2020-04-28,BA,6,62,117
2020-04-29,BA,8,66,115
2020-04-30,BA,3,61,112
2020-03-15,BI,39,39,39
2020-03-16,BI,38,77,77
2020-03-17,BI,97,174,174
2020-03-18,BI,94,268,268
2020-03-19,BI,144,412,412
2020-03-20,BI,147,559,559
2020-03-21,BI,191,750,750
2020-03-22,BI,167,917,917
2020-03-23,BI,173,1051,1090
2020-03-24,BI,335,1348,1425
2020-03-25,BI,360,1611,1785
2020-03-26,BI,335,1852,2120
2020-03-27,BI,243,1951,2363
2020-03-28,BI,327,2131,2690
2020-03-29,BI,99,2039,2789
2020-03-30,BI,210,2082,2960
2020-03-31,BI,326,2235,3248
2020-04-01,BI,318,2218,3469
2020-04-02,BI,319,2177,3694
2020-04-03,BI,228,2070,3778
2020-04-04,BI,172,1999,3803
2020-04-05,BI,100,1772,3712
2020-04-06,BI,177,1850,3722
2020-04-07,BI,245,1885,3794
2020-04-08,BI,179,1738,3638
2020-04-09,BI,184,1604,3462
2020-04-10,BI,204,1489,3331
2020-04-11,BI,81,1342,3169
2020-04-12,BI,93,1263,2935
2020-04-13,BI,122,1285,2958
2020-04-14,BI,152,1260,2900
2020-04-15,BI,139,1154,2713
2020-04-16,BI,162,1137,2557
2020-04-17,BI,89,1042,2327
2020-04-18,BI,96,934,2195
2020-04-19,BI,39,892,2062
2020-04-20,BI,45,844,2007
2020-04-21,BI,116,838,1946
2020-04-22,BI,82,768,1783
2020-04-23,BI,117,746,1721
2020-04-24,BI,123,707,1660
2020-04-25,BI,47,665,1503
2020-04-26,BI,45,614,1467
2020-04-27,BI,60,635,1434
2020-04-28,BI,45,635,1357
2020-04-29,BI,77,596,1282
2020-04-30,BI,126,640,1269
2020-03-15,BU,10,10,10
2020-03-16,BU,18,28,28
2020-03-17,BU,35,63,63
2020-03-18,BU,16,79,79
2020-03-19,BU,30,109,109
2020-03-20,BU,54,163,163
2020-03-21,BU,41,204,204
2020-03-22,BU,39,243,243
2020-03-23,BU,61,294,304
2020-03-24,BU,97,373,401
2020-03-25,BU,54,392,455
2020-03-26,BU,75,451,530
2020-03-27,BU,59,480,589
2020-03-28,BU,44,470,633
2020-03-29,BU,38,467,671
2020-03-30,BU,36,464,697
2020-03-31,BU,48,451,727
2020-04-01,BU,66,420,758
2020-04-02,BU,18,384,760
2020-04-03,BU,21,330,751
2020-04-04,BU,24,295,721
2020-04-05,BU,14,265,694
2020-04-06,BU,48,275,703
2020-04-07,BU,26,265,668
2020-04-08,BU,59,276,630
2020-04-09,BU,80,290,656
2020-04-10,BU,56,328,637
2020-04-11,BU,24,331,602
2020-04-12,BU,36,343,594
2020-04-13,BU,25,354,581
2020-04-14,BU,68,374,613
2020-04-15,BU,97,445,662
2020-04-16,BU,58,444,654
2020-04-17,BU,49,413,685
2020-04-18,BU,19,376,683
2020-04-19,BU,17,369,676
2020-04-20,BU,19,352,681
2020-04-21,BU,40,367,673
2020-04-22,BU,24,323,671
2020-04-23,BU,34,260,646
2020-04-24,BU,19,221,585
2020-04-25,BU,33,205,562
2020-04-26,BU,22,208,560
2020-04-27,BU,24,215,548
2020-04-28,BU,45,241,568
2020-04-29,BU,25,226,525
2020-04-30,BU,16,218,444
2020-03-15,CÑ,32,32,32
2020-03-16,CÑ,47,79,79
2020-03-17,CÑ,48,127,127
2020-03-18,CÑ,65,192,192
2020-03-19,CÑ,51,243,243
2020-03-20,CÑ,105,348,348
2020-03-21,CÑ,98,446,446
2020-03-22,CÑ,109,555,555
2020-03-23,CÑ,132,655,687
2020-03-24,CÑ,180,788,867
2020-03-25,CÑ,176,916,1043
2020-03-26,CÑ,167,1018,1210
2020-03-27,CÑ,148,1115,1358
2020-03-28,CÑ,138,1148,1496
2020-03-29,CÑ,146,1196,1642
2020-03-30,CÑ,156,1243,1766
2020-03-31,CÑ,120,1231,1839
2020-04-01,CÑ,112,1163,1903
2020-04-02,CÑ,117,1104,1955
2020-04-03,CÑ,150,1087,2054
2020-04-04,CÑ,80,1019,2029
2020-04-05,CÑ,111,992,2042
2020-04-06,CÑ,133,979,2066
2020-04-07,CÑ,76,899,2010
2020-04-08,CÑ,69,848,1899
2020-04-09,CÑ,77,813,1800
2020-04-10,CÑ,83,779,1716
2020-04-11,CÑ,54,683,1622
2020-04-12,CÑ,42,645,1526
2020-04-13,CÑ,77,611,1457
2020-04-14,CÑ,117,595,1418
2020-04-15,CÑ,43,562,1341
2020-04-16,CÑ,45,538,1274
2020-04-17,CÑ,36,497,1193
2020-04-18,CÑ,42,456,1085
2020-04-19,CÑ,37,439,1042
2020-04-20,CÑ,42,439,973
2020-04-21,CÑ,29,391,869
2020-04-22,CÑ,27,301,820
2020-04-23,CÑ,65,323,816
2020-04-24,CÑ,41,319,780
2020-04-25,CÑ,32,315,729
2020-04-26,CÑ,22,295,697
2020-04-27,CÑ,20,278,675
2020-04-28,CÑ,30,266,628
2020-04-29,CÑ,28,265,539
2020-04-30,CÑ,19,257,515
2020-03-15,CZ,13,13,13
2020-03-16,CZ,20,33,33
2020-03-17,CZ,19,52,52
2020-03-18,CZ,21,73,73
2020-03-19,CZ,20,93,93
2020-03-20,CZ,33,126,126
2020-03-21,CZ,67,193,193
2020-03-22,CZ,28,221,221
2020-03-23,CZ,46,254,267
2020-03-24,CZ,29,263,296
2020-03-25,CZ,59,303,355
2020-03-26,CZ,54,336,409
2020-03-27,CZ,64,380,473
2020-03-28,CZ,66,413,539
2020-03-29,CZ,56,402,595
2020-03-30,CZ,79,453,661
2020-03-31,CZ,46,453,687
2020-04-01,CZ,39,463,707
2020-04-02,CZ,52,456,738
2020-04-03,CZ,39,441,757
2020-04-04,CZ,22,399,746
2020-04-05,CZ,10,343,689
2020-04-06,CZ,18,305,679
2020-04-07,CZ,20,246,653
2020-04-08,CZ,19,219,643
2020-04-09,CZ,34,214,618
2020-04-10,CZ,20,182,584
2020-04-11,CZ,21,164,541
2020-04-12,CZ,28,170,503
2020-04-13,CZ,24,184,471
2020-04-14,CZ,17,183,409
2020-04-15,CZ,19,182,382
2020-04-16,CZ,13,176,356
2020-04-17,CZ,8,150,312
2020-04-18,CZ,8,138,281
2020-04-19,CZ,10,127,269
2020-04-20,CZ,7,106,266
2020-04-21,CZ,18,100,266
2020-04-22,CZ,7,90,253
2020-04-23,CZ,4,75,238
2020-04-24,CZ,7,69,211
2020-04-25,CZ,9,70,200
2020-04-26,CZ,2,64,181
2020-04-27,CZ,5,59,158
2020-04-28,CZ,5,57,139
2020-04-29,CZ,4,43,126
2020-04-30,CZ,8,44,115
2020-03-15,CC,23,23,23
2020-03-16,CC,36,59,59
2020-03-17,CC,38,97,97
2020-03-18,CC,30,127,127
2020-03-19,CC,14,141,141
2020-03-20,CC,45,186,186
2020-03-21,CC,14,200,200
2020-03-22,CC,10,210,210
2020-03-23,CC,162,349,372
2020-03-24,CC,97,410,469
2020-03-25,CC,104,476,573
2020-03-26,CC,155,601,728
2020-03-27,CC,103,690,831
2020-03-28,CC,69,714,900
2020-03-29,CC,57,757,957
2020-03-30,CC,32,779,966
2020-03-31,CC,72,689,1002
2020-04-01,CC,23,615,987
2020-04-02,CC,35,546,992
2020-04-03,CC,68,459,1046
2020-04-04,CC,50,406,1051
2020-04-05,CC,21,358,1058
2020-04-06,CC,29,330,1077
2020-04-07,CC,49,347,964
2020-04-08,CC,83,358,950
2020-04-09,CC,50,385,896
2020-04-10,CC,22,372,763
2020-04-11,CC,12,316,672
2020-04-12,CC,16,282,619
2020-04-13,CC,13,274,575
2020-04-14,CC,57,302,600
2020-04-15,CC,20,273,548
2020-04-16,CC,21,211,546
2020-04-17,CC,58,219,569
2020-04-18,CC,19,216,520
2020-04-19,CC,8,212,478
2020-04-20,CC,20,216,477
2020-04-21,CC,22,225,470
2020-04-22,CC,40,208,461
2020-04-23,CC,52,240,430
2020-04-24,CC,30,249,410
2020-04-25,CC,15,206,403
2020-04-26,CC,3,190,394
2020-04-27,CC,12,194,390
2020-04-28,CC,29,203,406
2020-04-29,CC,12,193,361
2020-04-30,CC,21,174,362
2020-03-15,CE,0,0,0
2020-03-16,CE,0,0,0
2020-03-17,CE,0,0,0
2020-03-18,CE,0,0,0
2020-03-19,CE,4,4,4
2020-03-20,CE,0,4,4
2020-03-21,CE,0,4,4
2020-03-22,CE,2,6,6
2020-03-23,CE,1,7,7
2020-03-24,CE,1,8,8
2020-03-25,CE,1,9,9
2020-03-26,CE,7,16,16
2020-03-27,CE,0,12,16
2020-03-28,CE,6,18,22
2020-03-29,CE,6,24,28
2020-03-30,CE,13,35,41
2020-03-31,CE,13,47,54
2020-04-01,CE,2,48,56
2020-04-02,CE,4,51,60
2020-04-03,CE,11,55,67
2020-04-04,CE,10,65,77
2020-04-05,CE,1,60,78
2020-04-06,CE,0,54,76
2020-04-07,CE,0,41,75
2020-04-08,CE,3,31,77
2020-04-09,CE,4,33,80
2020-04-10,CE,2,31,75
2020-04-11,CE,0,20,75
2020-04-12,CE,2,12,71
2020-04-13,CE,1,12,66
2020-04-14,CE,2,14,55
2020-04-15,CE,0,14,42
2020-04-16,CE,1,12,41
2020-04-17,CE,0,8,37
2020-04-18,CE,0,6,26
2020-04-19,CE,0,6,16
2020-04-20,CE,0,4,15
2020-04-21,CE,1,4,16
2020-04-22,CE,0,2,16
2020-04-23,CE,0,2,13
2020-04-24,CE,0,1,9
2020-04-25,CE,0,1,7
2020-04-26,CE,0,1,7
2020-04-27,CE,0,1,5
2020-04-28,CE,1,2,5
2020-04-29,CE,0,1,3
2020-04-30,CE,0,1,3
2020-03-15,CO,31,31,31
2020-03-16,CO,10,41,41
2020-03-17,CO,30,71,71
2020-03-18,CO,15,86,86
2020-03-19,CO,38,124,124
2020-03-20,CO,24,148,148
2020-03-21,CO,18,166,166
2020-03-22,CO,27,193,193
2020-03-23,CO,55,217,248
2020-03-24,CO,65,272,313
2020-03-25,CO,74,316,387
2020-03-26,CO,31,332,418
2020-03-27,CO,56,350,474
2020-03-28,CO,91,417,565
2020-03-29,CO,66,465,631
2020-03-30,CO,23,461,623
2020-03-31,CO,76,482,689
2020-04-01,CO,88,505,747
2020-04-02,CO,54,485,786
2020-04-03,CO,67,521,815
2020-04-04,CO,66,531,857
2020-04-05,CO,11,451,850
2020-04-06,CO,28,413,851
2020-04-07,CO,20,410,816
2020-04-08,CO,15,349,766
2020-04-09,CO,21,282,713
2020-04-10,CO,21,249,703
2020-04-11,CO,18,200,665
2020-04-12,CO,14,148,588
2020-04-13,CO,12,149,534
2020-04-14,CO,11,132,522
2020-04-15,CO,5,117,451
2020-04-16,CO,6,108,369
2020-04-17,CO,10,97,325
2020-04-18,CO,8,84,266
2020-04-19,CO,8,74,208
2020-04-20,CO,5,65,202
2020-04-21,CO,18,71,192
2020-04-22,CO,3,63,175
2020-04-23,CO,14,72,174
2020-04-24,CO,7,73,160
2020-04-25,CO,4,67,143
2020-04-26,CO,1,60,126
2020-04-27,CO,6,58,118
2020-04-28,CO,3,56,109
2020-04-29,CO,4,42,102
