Fecha,ProvinciaId,Provincia,Casos,Casos7,Casos14
2021-07-26,SG,Segovia,56,422,879
2021-07-27,SG,Segovia,74,430,882
2021-07-28,SG,Segovia,67,410,879
2021-07-29,SG,Segovia,49,384,873
2021-07-30,SG,Segovia,54,389,865
2021-07-31,SG,Segovia,55,402,857
2021-06-15,SO,Soria,4,0,0
2021-06-16,SO,Soria,5,0,0
2021-06-17,SO,Soria,0,0,0
2021-06-18,SO,Soria,0,0,0
2021-06-19,SO,Soria,0,0,0
2021-06-20,SO,Soria,2,0,0
2021-06-21,SO,Soria,6,17,0
2021-06-22,SO,Soria,2,15,0
2021-06-23,SO,Soria,4,14,0
2021-06-24,SO,Soria,3,17,0
2021-06-25,SO,Soria,6,23,0
2021-06-26,SO,Soria,4,27,0
2021-06-27,SO,Soria,14,39,0
2021-06-28,SO,Soria,10,43,60
2021-06-29,SO,Soria,12,53,68
2021-06-30,SO,Soria,15,64,78
2021-07-01,SO,Soria,18,79,96
2021-07-02,SO,Soria,24,97,120
2021-07-03,SO,Soria,25,118,145
2021-07-04,SO,Soria,23,127,166
2021-07-05,SO,Soria,38,155,198
2021-07-06,SO,Soria,41,184,237
2021-07-07,SO,Soria,71,240,304
2021-07-08,SO,Soria,54,276,355
2021-07-09,SO,Soria,49,301,398
2021-07-10,SO,Soria,48,324,442
2021-07-11,SO,Soria,60,361,488
2021-07-12,SO,Soria,71,394,549
2021-07-13,SO,Soria,59,412,596
2021-07-14,SO,Soria,66,407,647
2021-07-15,SO,Soria,67,420,696
2021-07-16,SO,Soria,58,429,730
2021-07-17,SO,Soria,70,451,775
2021-07-18,SO,Soria,61,452,813
2021-07-19,SO,Soria,65,446,840
2021-07-20,SO,Soria,72,459,871
2021-07-21,SO,Soria,59,452,859
2021-07-22,SO,Soria,71,456,876
2021-07-23,SO,Soria,41,439,868
2021-07-24,SO,Soria,41,410,861
2021-07-25,SO,Soria,36,385,837
2021-07-26,SO,Soria,60,380,826
2021-07-27,SO,Soria,49,357,816
2021-07-28,SO,Soria,53,351,803
2021-07-29,SO,Soria,35,315,771
2021-07-30,SO,Soria,35,309,748
2021-07-31,SO,Soria,33,301,711
2021-06-15,TA,Tarragona,67,0,0
2021-06-16,TA,Tarragona,61,0,0
2021-06-17,TA,Tarragona,52,0,0
2021-06-18,TA,Tarragona,56,0,0
2021-06-19,TA,Tarragona,41,0,0
2021-06-20,TA,Tarragona,50,0,0
2021-06-21,TA,Tarragona,78,405,0
2021-06-22,TA,Tarragona,88,426,0
2021-06-23,TA,Tarragona,88,453,0
2021-06-24,TA,Tarragona,60,461,0
2021-06-25,TA,Tarragona,99,504,0
2021-06-26,TA,Tarragona,122,585,0
2021-06-27,TA,Tarragona,180,715,0
2021-06-28,TA,Tarragona,255,892,1297
2021-06-29,TA,Tarragona,279,1083,1509
2021-06-30,TA,Tarragona,330,1325,1778
2021-07-01,TA,Tarragona,335,1600,2061
2021-07-02,TA,Tarragona,361,1862,2366
2021-07-03,TA,Tarragona,391,2131,2716
2021-07-04,TA,Tarragona,357,2308,3023
2021-07-05,TA,Tarragona,585,2638,3530
2021-07-06,TA,Tarragona,634,2993,4076
2021-07-07,TA,Tarragona,749,3412,4737
2021-07-08,TA,Tarragona,685,3762,5362
2021-07-09,TA,Tarragona,710,4111,5973
2021-07-10,TA,Tarragona,616,4336,6467
2021-07-11,TA,Tarragona,544,4523,6831
2021-07-12,TA,Tarragona,729,4667,7305
2021-07-13,TA,Tarragona,753,4786,7779
2021-07-14,TA,Tarragona,689,4726,8138
2021-07-15,TA,Tarragona,646,4687,8449
2021-07-16,TA,Tarragona,723,4700,8811
2021-07-17,TA,Tarragona,598,4682,9018
2021-07-18,TA,Tarragona,508,4646,9169
2021-07-19,TA,Tarragona,701,4618,9285
2021-07-20,TA,Tarragona,653,4518,9304
2021-07-21,TA,Tarragona,631,4460,9186
2021-07-22,TA,Tarragona,538,4352,9039
2021-07-23,TA,Tarragona,476,4105,8805
2021-07-24,TA,Tarragona,409,3916,8598
2021-07-25,TA,Tarragona,366,3774,8420
2021-07-26,TA,Tarragona,449,3522,8140
2021-07-27,TA,Tarragona,441,3310,7828
2021-07-28,TA,Tarragona,392,3071,7531
2021-07-29,TA,Tarragona,277,2810,7162
2021-07-30,TA,Tarragona,331,2665,6770
2021-07-31,TA,Tarragona,206,2462,6378
2021-06-15,TE,Teruel,10,0,0
2021-06-16,TE,Teruel,14,0,0
2021-06-17,TE,Teruel,12,0,0
2021-06-18,TE,Teruel,16,0,0
2021-06-19,TE,Teruel,8,0,0
2021-06-20,TE,Teruel,6,0,0
2021-06-21,TE,Teruel,13,79,0
2021-06-22,TE,Teruel,15,84,0
2021-06-23,TE,Teruel,7,77,0
2021-06-24,TE,Teruel,9,74,0
2021-06-25,TE,Teruel,15,73,0
2021-06-26,TE,Teruel,11,76,0
2021-06-27,TE,Teruel,14,84,0
2021-06-28,TE,Teruel,14,85,164
2021-06-29,TE,Teruel,34,104,188
2021-06-30,TE,Teruel,19,116,193
2021-07-01,TE,Teruel,32,139,213
2021-07-02,TE,Teruel,46,170,243
2021-07-03,TE,Teruel,31,190,266
2021-07-04,TE,Teruel,30,206,290
2021-07-05,TE,Teruel,65,257,342
2021-07-06,TE,Teruel,53,276,380
2021-07-07,TE,Teruel,77,334,450
2021-07-08,TE,Teruel,73,375,514
2021-07-09,TE,Teruel,62,391,561
2021-07-10,TE,Teruel,54,414,604
2021-07-11,TE,Teruel,56,440,646
2021-07-12,TE,Teruel,71,446,703
2021-07-13,TE,Teruel,87,480,756
2021-07-14,TE,Teruel,85,488,822
2021-07-15,TE,Teruel,77,492,867
2021-07-16,TE,Teruel,48,478,869
2021-07-17,TE,Teruel,58,482,896
2021-07-18,TE,Teruel,47,473,913
2021-07-19,TE,Teruel,86,488,934
2021-07-20,TE,Teruel,80,481,961
2021-07-21,TE,Teruel,86,482,970
2021-07-22,TE,Teruel,91,496,988
2021-07-23,TE,Teruel,64,512,990
2021-07-24,TE,Teruel,33,487,969
2021-07-25,TE,Teruel,45,485,958
2021-07-26,TE,Teruel,55,454,942
2021-07-27,TE,Teruel,52,426,907
2021-07-28,TE,Teruel,67,407,889
2021-07-29,TE,Teruel,61,377,873
2021-07-30,TE,Teruel,51,364,876
2021-07-31,TE,Teruel,31,362,849
2021-06-15,TF,Sta. Cruz de Tenerife,154,0,0
2021-06-16,TF,Sta. Cruz de Tenerife,122,0,0
2021-06-17,TF,Sta. Cruz de Tenerife,125,0,0
2021-06-18,TF,Sta. Cruz de Tenerife,123,0,0
2021-06-19,TF,Sta. Cruz de Tenerife,120,0,0
2021-06-20,TF,Sta. Cruz de Tenerife,147,0,0
2021-06-21,TF,Sta. Cruz de Tenerife,172,963,0
2021-06-22,TF,Sta. Cruz de Tenerife,150,959,0
2021-06-23,TF,Sta. Cruz de Tenerife,124,961,0
2021-06-24,TF,Sta. Cruz de Tenerife,145,981,0
2021-06-25,TF,Sta. Cruz de Tenerife,165,1023,0
2021-06-26,TF,Sta. Cruz de Tenerife,153,1056,0
2021-06-27,TF,Sta. Cruz de Tenerife,152,1061,0
2021-06-28,TF,Sta. Cruz de Tenerife,227,1116,2079
2021-06-29,TF,Sta. Cruz de Tenerife,258,1224,2183
2021-06-30,TF,Sta. Cruz de Tenerife,234,1334,2295
2021-07-01,TF,Sta. Cruz de Tenerife,247,1436,2417
2021-07-02,TF,Sta. Cruz de Tenerife,237,1508,2531
2021-07-03,TF,Sta. Cruz de Tenerife,224,1579,2635
2021-07-04,TF,Sta. Cruz de Tenerife,226,1653,2714
2021-07-05,TF,Sta. Cruz de Tenerife,287,1713,2829
2021-07-06,TF,Sta. Cruz de Tenerife,297,1752,2976
2021-07-07,TF,Sta. Cruz de Tenerife,339,1857,3191
2021-07-08,TF,Sta. Cruz de Tenerife,323,1933,3369
2021-07-09,TF,Sta. Cruz de Tenerife,330,2026,3534
2021-07-10,TF,Sta. Cruz de Tenerife,304,2106,3685
2021-07-11,TF,Sta. Cruz de Tenerife,289,2169,3822
2021-07-12,TF,Sta. Cruz de Tenerife,409,2291,4004
2021-07-13,TF,Sta. Cruz de Tenerife,410,2404,4156
2021-07-14,TF,Sta. Cruz de Tenerife,371,2436,4293
2021-07-15,TF,Sta. Cruz de Tenerife,389,2502,4435
2021-07-16,TF,Sta. Cruz de Tenerife,359,2531,4557
2021-07-17,TF,Sta. Cruz de Tenerife,394,2621,4727
2021-07-18,TF,Sta. Cruz de Tenerife,433,2765,4934
2021-07-19,TF,Sta. Cruz de Tenerife,533,2889,5180
2021-07-20,TF,Sta. Cruz de Tenerife,487,2966,5370
2021-07-21,TF,Sta. Cruz de Tenerife,497,3092,5528
2021-07-22,TF,Sta. Cruz de Tenerife,456,3159,5661
2021-07-23,TF,Sta. Cruz de Tenerife,419,3219,5750
2021-07-24,TF,Sta. Cruz de Tenerife,405,3230,5851
2021-07-25,TF,Sta. Cruz de Tenerife,384,3181,5946
2021-07-26,TF,Sta. Cruz de Tenerife,410,3058,5947
2021-07-27,TF,Sta. Cruz de Tenerife,512,3083,6049
2021-07-28,TF,Sta. Cruz de Tenerife,391,2977,6069
2021-07-29,TF,Sta. Cruz de Tenerife,394,2915,6074
2021-07-30,TF,Sta. Cruz de Tenerife,343,2839,6058
2021-07-31,TF,Sta. Cruz de Tenerife,267,2701,5931
2021-06-15,TO,Toledo,49,0,0
2021-06-16,TO,Toledo,58,0,0
2021-06-17,TO,Toledo,34,0,0
2021-06-18,TO,Toledo,40,0,0
2021-06-19,TO,Toledo,13,0,0
2021-06-20,TO,Toledo,25,0,0
2021-06-21,TO,Toledo,42,261,0
2021-06-22,TO,Toledo,50,262,0
2021-06-23,TO,Toledo,32,236,0
2021-06-24,TO,Toledo,43,245,0
2021-06-25,TO,Toledo,51,256,0
2021-06-26,TO,Toledo,29,272,0
2021-06-27,TO,Toledo,27,274,0
2021-06-28,TO,Toledo,73,305,566
2021-06-29,TO,Toledo,89,344,606
2021-06-30,TO,Toledo,119,431,667
2021-07-01,TO,Toledo,90,478,723
2021-07-02,TO,Toledo,113,540,796
2021-07-03,TO,Toledo,59,570,842
2021-07-04,TO,Toledo,56,599,873
2021-07-05,TO,Toledo,108,634,939
2021-07-06,TO,Toledo,174,719,1063
2021-07-07,TO,Toledo,136,736,1167
2021-07-08,TO,Toledo,117,763,1241
2021-07-09,TO,Toledo,107,757,1297
2021-07-10,TO,Toledo,91,789,1359
2021-07-11,TO,Toledo,88,821,1420
2021-07-12,TO,Toledo,189,902,1536
2021-07-13,TO,Toledo,240,968,1687
2021-07-14,TO,Toledo,240,1072,1808
2021-07-15,TO,Toledo,193,1148,1911
2021-07-16,TO,Toledo,198,1239,1996
2021-07-17,TO,Toledo,178,1326,2115
2021-07-18,TO,Toledo,208,1446,2267
2021-07-19,TO,Toledo,263,1520,2422
2021-07-20,TO,Toledo,308,1588,2556
2021-07-21,TO,Toledo,333,1681,2753
2021-07-22,TO,Toledo,321,1809,2957
2021-07-23,TO,Toledo,318,1929,3168
2021-07-24,TO,Toledo,276,2027,3353
2021-07-25,TO,Toledo,245,2064,3510
2021-07-26,TO,Toledo,424,2225,3745
2021-07-27,TO,Toledo,483,2400,3988
2021-07-28,TO,Toledo,352,2419,4100
2021-07-29,TO,Toledo,455,2553,4362
2021-07-30,TO,Toledo,325,2560,4489
2021-07-31,TO,Toledo,226,2510,4537
2021-06-15,V,Valencia/Valéncia,136,0,0
2021-06-16,V,Valencia/Valéncia,139,0,0
2021-06-17,V,Valencia/Valéncia,196,0,0
2021-06-18,V,Valencia/Valéncia,200,0,0
2021-06-19,V,Valencia/Valéncia,186,0,0
2021-06-20,V,Valencia/Valéncia,204,0,0
2021-06-21,V,Valencia/Valéncia,385,1446,0
2021-06-22,V,Valencia/Valéncia,477,1787,0
2021-06-23,V,Valencia/Valéncia,515,2163,0
2021-06-24,V,Valencia/Valéncia,408,2375,0
2021-06-25,V,Valencia/Valéncia,592,2767,0
2021-06-26,V,Valencia/Valéncia,688,3269,0
2021-06-27,V,Valencia/Valéncia,601,3666,0
2021-06-28,V,Valencia/Valéncia,1104,4385,5831
2021-06-29,V,Valencia/Valéncia,1194,5102,6889
2021-06-30,V,Valencia/Valéncia,1113,5700,7863
2021-07-01,V,Valencia/Valéncia,1045,6337,8712
2021-07-02,V,Valencia/Valéncia,1167,6912,9679
2021-07-03,V,Valencia/Valéncia,1005,7229,10498
2021-07-04,V,Valencia/Valéncia,765,7393,11059
2021-07-05,V,Valencia/Valéncia,1341,7630,12015
2021-07-06,V,Valencia/Valéncia,1471,7907,13009
2021-07-07,V,Valencia/Valéncia,1382,8176,13876
2021-07-08,V,Valencia/Valéncia,1351,8482,14819
2021-07-09,V,Valencia/Valéncia,1671,8986,15898
2021-07-10,V,Valencia/Valéncia,1435,9416,16645
2021-07-11,V,Valencia/Valéncia,1087,9738,17131
2021-07-12,V,Valencia/Valéncia,1691,10088,17718
2021-07-13,V,Valencia/Valéncia,1802,10419,18326
2021-07-14,V,Valencia/Valéncia,1695,10732,18908
2021-07-15,V,Valencia/Valéncia,1622,11003,19485
2021-07-16,V,Valencia/Valéncia,1578,10910,19896
2021-07-17,V,Valencia/Valéncia,1366,10841,20257
2021-07-18,V,Valencia/Valéncia,1092,10846,20584
2021-07-19,V,Valencia/Valéncia,1742,10897,20985
2021-07-20,V,Valencia/Valéncia,1673,10768,21187
2021-07-21,V,Valencia/Valéncia,1553,10626,21358
2021-07-22,V,Valencia/Valéncia,1307,10311,21314
2021-07-23,V,Valencia/Valéncia,1333,10066,20976
2021-07-24,V,Valencia/Valéncia,1043,9743,20584
2021-07-25,V,Valencia/Valéncia,799,9450,20296
2021-07-26,V,Valencia/Valéncia,1332,9040,19937
2021-07-27,V,Valencia/Valéncia,1361,8728,19496
2021-07-28,V,Valencia/Valéncia,1083,8258,18884
2021-07-29,V,Valencia/Valéncia,913,7864,18175
2021-07-30,V,Valencia/Valéncia,843,7374,17440
2021-07-31,V,Valencia/Valéncia,663,6994,16737
2021-06-15,VA,Valladolid,27,0,0
2021-06-16,VA,Valladolid,28,0,0
2021-06-17,VA,Valladolid,28,0,0
2021-06-18,VA,Valladolid,21,0,0
2021-06-19,VA,Valladolid,20,0,0
2021-06-20,VA,Valladolid,19,0,0
2021-06-21,VA,Valladolid,34,177,0
2021-06-22,VA,Valladolid,28,178,0
2021-06-23,VA,Valladolid,18,168,0
2021-06-24,VA,Valladolid,31,171,0
2021-06-25,VA,Valladolid,30,180,0
2021-06-26,VA,Valladolid,31,191,0
2021-06-27,VA,Valladolid,53,225,0
2021-06-28,VA,Valladolid,103,294,471
2021-06-29,VA,Valladolid,168,434,612
2021-06-30,VA,Valladolid,183,599,767
2021-07-01,VA,Valladolid,188,756,927
2021-07-02,VA,Valladolid,144,870,1050
2021-07-03,VA,Valladolid,139,978,1169
2021-07-04,VA,Valladolid,216,1141,1366
2021-07-05,VA,Valladolid,318,1356,1650
2021-07-06,VA,Valladolid,323,1511,1945
2021-07-07,VA,Valladolid,387,1715,2314
2021-07-08,VA,Valladolid,352,1879,2635
2021-07-09,VA,Valladolid,347,2082,2952
2021-07-10,VA,Valladolid,245,2188,3166
2021-07-11,VA,Valladolid,234,2206,3347
2021-07-12,VA,Valladolid,368,2256,3612
2021-07-13,VA,Valladolid,387,2320,3831
2021-07-14,VA,Valladolid,314,2247,3962
2021-07-15,VA,Valladolid,329,2224,4103
2021-07-16,VA,Valladolid,293,2170,4252
2021-07-17,VA,Valladolid,228,2153,4341
2021-07-18,VA,Valladolid,221,2140,4346
2021-07-19,VA,Valladolid,363,2135,4391
2021-07-20,VA,Valladolid,311,2059,4379
2021-07-21,VA,Valladolid,316,2061,4308
2021-07-22,VA,Valladolid,298,2030,4254
2021-07-23,VA,Valladolid,273,2010,4180
2021-07-24,VA,Valladolid,215,1997,4150
2021-07-25,VA,Valladolid,187,1963,4103
2021-07-26,VA,Valladolid,287,1887,4022
2021-07-27,VA,Valladolid,281,1857,3916
2021-07-28,VA,Valladolid,237,1778,3839
2021-07-29,VA,Valladolid,225,1705,3735
2021-07-30,VA,Valladolid,213,1645,3655
2021-07-31,VA,Valladolid,152,1582,3579
2021-06-15,VI,Araba/Álava,33,0,0
2021-06-16,VI,Araba/Álava,25,0,0
2021-06-17,VI,Araba/Álava,13,0,0
2021-06-18,VI,Araba/Álava,22,0,0
2021-06-19,VI,Araba/Álava,36,0,0
2021-06-20,VI,Araba/Álava,16,0,0
2021-06-21,VI,Araba/Álava,26,171,0
2021-06-22,VI,Araba/Álava,21,159,0
2021-06-23,VI,Araba/Álava,17,151,0
2021-06-24,VI,Araba/Álava,13,151,0
2021-06-25,VI,Araba/Álava,21,150,0
2021-06-26,VI,Araba/Álava,28,142,0
2021-06-27,VI,Araba/Álava,32,158,0
2021-06-28,VI,Araba/Álava,41,173,344
2021-06-29,VI,Araba/Álava,51,203,362
2021-06-30,VI,Araba/Álava,37,223,374
2021-07-01,VI,Araba/Álava,35,245,396
2021-07-02,VI,Araba/Álava,60,284,434
2021-07-03,VI,Araba/Álava,65,321,463
2021-07-04,VI,Araba/Álava,62,351,509
2021-07-05,VI,Araba/Álava,92,402,575
2021-07-06,VI,Araba/Álava,86,437,640
2021-07-07,VI,Araba/Álava,76,476,699
2021-07-08,VI,Araba/Álava,83,524,769
2021-07-09,VI,Araba/Álava,89,553,837
2021-07-10,VI,Araba/Álava,88,576,897
2021-07-11,VI,Araba/Álava,140,654,1005
2021-07-12,VI,Araba/Álava,148,710,1112
2021-07-13,VI,Araba/Álava,133,757,1194
2021-07-14,VI,Araba/Álava,149,830,1306
2021-07-15,VI,Araba/Álava,129,876,1400
2021-07-16,VI,Araba/Álava,138,925,1478
2021-07-17,VI,Araba/Álava,165,1002,1578
2021-07-18,VI,Araba/Álava,194,1056,1710
2021-07-19,VI,Araba/Álava,198,1106,1816
2021-07-20,VI,Araba/Álava,209,1182,1939
2021-07-21,VI,Araba/Álava,176,1209,2039
2021-07-22,VI,Araba/Álava,113,1193,2069
2021-07-23,VI,Araba/Álava,121,1176,2101
2021-07-24,VI,Araba/Álava,136,1147,2149
2021-07-25,VI,Araba/Álava,146,1099,2155
2021-07-26,VI,Araba/Álava,127,1028,2134
2021-07-27,VI,Araba/Álava,179,998,2180
2021-07-28,VI,Araba/Álava,119,941,2150
2021-07-29,VI,Araba/Álava,97,925,2118
2021-07-30,VI,Araba/Álava,104,908,2084
2021-07-31,VI,Araba/Álava,147,919,2066
2021-06-15,ZA,Zaragoza,66,0,0
2021-06-16,ZA,Zaragoza,62,0,0
2021-06-17,ZA,Zaragoza,60,0,0
2021-06-18,ZA,Zaragoza,56,0,0
2021-06-19,ZA,Zaragoza,53,0,0
2021-06-20,ZA,Zaragoza,30,0,0
2021-06-21,ZA,Zaragoza,55,382,0
2021-06-22,ZA,Zaragoza,79,395,0
2021-06-23,ZA,Zaragoza,66,399,0
2021-06-24,ZA,Zaragoza,46,385,0
2021-06-25,ZA,Zaragoza,57,386,0
2021-06-26,ZA,Zaragoza,59,392,0
2021-06-27,ZA,Zaragoza,66,428,0
2021-06-28,ZA,Zaragoza,129,502,884
2021-06-29,ZA,Zaragoza,168,591,986
2021-06-30,ZA,Zaragoza,193,718,1117
2021-07-01,ZA,Zaragoza,199,871,1256
2021-07-02,ZA,Zaragoza,215,1029,1415
2021-07-03,ZA,Zaragoza,264,1234,1626
2021-07-04,ZA,Zaragoza,274,1442,1870
2021-07-05,ZA,Zaragoza,486,1799,2301
2021-07-06,ZA,Zaragoza,623,2254,2845
2021-07-07,ZA,Zaragoza,539,2600,3318
2021-07-08,ZA,Zaragoza,489,2890,3761
2021-07-09,ZA,Zaragoza,573,3248,4277
2021-07-10,ZA,Zaragoza,549,3533,4767
2021-07-11,ZA,Zaragoza,484,3743,5185
2021-07-12,ZA,Zaragoza,644,3901,5700
2021-07-13,ZA,Zaragoza,697,3975,6229
2021-07-14,ZA,Zaragoza,678,4114,6714
2021-07-15,ZA,Zaragoza,609,4234,7124
2021-07-16,ZA,Zaragoza,598,4259,7507
2021-07-17,ZA,Zaragoza,528,4238,7771
2021-07-18,ZA,Zaragoza,458,4212,7955
2021-07-19,ZA,Zaragoza,619,4187,8088
2021-07-20,ZA,Zaragoza,600,4090,8065
2021-07-21,ZA,Zaragoza,570,3982,8096
2021-07-22,ZA,Zaragoza,550,3923,8157
2021-07-23,ZA,Zaragoza,467,3792,8051
2021-07-24,ZA,Zaragoza,438,3702,7940
2021-07-25,ZA,Zaragoza,364,3608,7820
2021-07-26,ZA,Zaragoza,437,3426,7613
2021-07-27,ZA,Zaragoza,523,3349,7439
2021-07-28,ZA,Zaragoza,468,3247,7229
2021-07-29,ZA,Zaragoza,382,3079,7002
2021-07-30,ZA,Zaragoza,395,3007,6799
2021-07-31,ZA,Zaragoza,332,2901,6603
2021-06-15,ZM,Zamora,12,0,0
2021-06-16,ZM,Zamora,11,0,0
2021-06-17,ZM,Zamora,4,0,0
2021-06-18,ZM,Zamora,0,0,0
2021-06-19,ZM,Zamora,5,0,0
2021-06-20,ZM,Zamora,2,0,0
2021-06-21,ZM,Zamora,8,42,0
2021-06-22,ZM,Zamora,6,36,0
2021-06-23,ZM,Zamora,6,31,0
2021-06-24,ZM,Zamora,3,30,0
2021-06-25,ZM,Zamora,10,40,0
2021-06-26,ZM,Zamora,28,63,0
2021-06-27,ZM,Zamora,15,76,0
2021-06-28,ZM,Zamora,73,141,183
2021-06-29,ZM,Zamora,142,277,313
2021-06-30,ZM,Zamora,121,392,423
2021-07-01,ZM,Zamora,152,541,571
2021-07-02,ZM,Zamora,140,671,711
2021-07-03,ZM,Zamora,105,748,811
2021-07-04,ZM,Zamora,83,816,892
2021-07-05,ZM,Zamora,156,899,1040
2021-07-06,ZM,Zamora,134,891,1168
2021-07-07,ZM,Zamora,165,935,1327
2021-07-08,ZM,Zamora,110,893,1434
2021-07-09,ZM,Zamora,111,864,1535
2021-07-10,ZM,Zamora,76,835,1583
2021-07-11,ZM,Zamora,101,853,1669
2021-07-12,ZM,Zamora,99,796,1695
2021-07-13,ZM,Zamora,112,774,1665
2021-07-14,ZM,Zamora,89,698,1633
2021-07-15,ZM,Zamora,96,684,1577
2021-07-16,ZM,Zamora,70,643,1507
2021-07-17,ZM,Zamora,47,614,1449
2021-07-18,ZM,Zamora,49,562,1415
2021-07-19,ZM,Zamora,77,540,1336
2021-07-20,ZM,Zamora,82,510,1284
2021-07-21,ZM,Zamora,57,478,1176
2021-07-22,ZM,Zamora,53,435,1119
2021-07-23,ZM,Zamora,50,415,1058
2021-07-24,ZM,Zamora,40,408,1022
2021-07-25,ZM,Zamora,24,383,945
2021-07-26,ZM,Zamora,66,372,912
2021-07-27,ZM,Zamora,54,344,854
2021-07-28,ZM,Zamora,63,350,828
2021-07-29,ZM,Zamora,62,359,794
2021-07-30,ZM,Zamora,46,355,770
2021-07-31,ZM,Zamora,22,337,745
